Mod:Item:MetaData, Localized Name
hbm:tile.turret_himars, Rocket Artillery Turret "Henry"
hbm:tile.turret_sentry, Sentry Turret "Brown"
hbm:tile.turret_sentry_damaged, Sentry Turret "Edwin"
hbm:tile.charge_dynamite, Time Bomb
hbm:tile.charge_miner, Timed Mining Charge
hbm:tile.charge_c4, Demolition Charge
hbm:tile.charge_semtex, Semtex Mining Charge
hbm:tile.mine_ap, Anti-Personell Mine
hbm:tile.mine_shrap, Shrapnel Mine
hbm:tile.mine_he, Anti-Tank Mine
hbm:tile.mine_fat, Fat Mine
hbm:tile.mine_naval, Naval Mine
hbm:tile.flame_war, Flame War in a Box
hbm:tile.float_bomb, Levitation Bomb
hbm:tile.therm_endo, Endothermic Bomb
hbm:tile.therm_exo, Exothermic Bomb
hbm:tile.emp_bomb, EMP Device
hbm:tile.det_cord, Det Cord
hbm:tile.det_charge, Explosive Charge
hbm:tile.det_nuke, Nuclear Charge
hbm:tile.det_salt, Salted Nuclear Charge
hbm:tile.det_miner, Mining Charge
hbm:tile.red_barrel, Explosive Barrel
hbm:tile.pink_barrel, Kerosene Barrel
hbm:tile.lox_barrel, LOX Barrel
hbm:tile.taint_barrel, IMP Residue Barrel
hbm:tile.yellow_barrel, Radioactive Barrel
hbm:tile.vitrified_barrel, Vitrified Nuclear Waste Drum
hbm:tile.oil_barrel, tile.oil_barrel.name
hbm:tile.machine_siren, Siren
hbm:tile.broadcaster_pc, Corrupted Broadcaster
hbm:tile.geiger, Geiger Counter
hbm:tile.hev_battery, Suit Battery
hbm:tile.fence_metal:0, Chainlink Fence
hbm:tile.fence_metal:1, Chainlink Fence Post
hbm:tile.ash_digamma, Ash
hbm:tile.sand_boron, Boron Sand
hbm:tile.sand_lead, Lead Sand
hbm:tile.sand_uranium, Uranium Sand
hbm:tile.sand_polonium, Polonium Sand
hbm:tile.sand_quartz, Quartz Sand
hbm:tile.glass_boron, Boron Glass
hbm:tile.glass_lead, Lead Glass
hbm:tile.glass_uranium, Uranium Glass
hbm:tile.glass_trinitite, Trinity Glass
hbm:tile.glass_polonium, Polonium Glass
hbm:tile.glass_ash, Ash Glass
hbm:tile.glass_quartz, Quartz Glass
hbm:tile.glass_polarized, tile.glass_polarized.name
hbm:tile.seal_frame, Silo Hatch Frame
hbm:tile.seal_controller, Silo Hatch Opener
hbm:tile.seal_hatch, Silo Hatch
hbm:tile.vault_door, Vault-Tec Blast Door
hbm:tile.blast_door, Sliding Blast Door
hbm:tile.fire_door, Fire Door
hbm:tile.transition_seal, Transition Seal
hbm:tile.silo_hatch, Silo Hatch
hbm:tile.silo_hatch_large, Large Silo Hatch
hbm:tile.sliding_blast_door, Sliding Blast Door
hbm:tile.door_metal, Metal Door
hbm:tile.door_office, Office Door
hbm:tile.door_bunker, Bunker Door
hbm:tile.door_red, Red Door
hbm:tile.secure_access_door, Secure Access Door
hbm:tile.large_vehicle_door, Large Vehicle Door
hbm:tile.qe_containment, QE Containment Door
hbm:tile.qe_sliding_door, QE Sliding Door
hbm:tile.round_airlock_door, Round Airlock Door
hbm:tile.sliding_seal_door, Sliding Seal Door
hbm:tile.water_door, Water Door
hbm:tile.crate_iron:0, Iron Crate
hbm:tile.crate_steel:0, Steel Crate
hbm:tile.crate_desh:0, Desh Crate
hbm:tile.crate_tungsten:0, Tungsten Crate
hbm:tile.crate_template:0, Template Crate
hbm:tile.safe:0, Safe
hbm:tile.mass_storage:3, Mass Storage Unit
hbm:tile.mass_storage:0, Mass Storage Unit
hbm:tile.mass_storage:1, Mass Storage Unit
hbm:tile.mass_storage:2, Mass Storage Unit
hbm:tile.boxcar, Boxcar
hbm:tile.boat, Boat
hbm:tile.machine_autocrafter, Automatic Crafting Table
hbm:tile.machine_funnel, Combinator Funnel
hbm:tile.anvil_iron, Iron Anvil
hbm:tile.anvil_lead, Lead Anvil
hbm:tile.anvil_steel, Steel Anvil
hbm:tile.anvil_desh, Desh Anvil
hbm:tile.anvil_ferrouranium, Ferrouranium Anvil
hbm:tile.anvil_saturnite, Saturnite Anvil
hbm:tile.anvil_bismuth_bronze, Bismuth Bronze Anvil
hbm:tile.anvil_arsenic_bronze, Arsenic Bronze Anvil
hbm:tile.anvil_schrabidate, Ferric Schrabidate Anvil
hbm:tile.anvil_dnt, Dineutronium Anvil
hbm:tile.anvil_osmiridium, Osmiridium Anvil
hbm:tile.anvil_murky, Murky Anvil
hbm:tile.press_preheater, Burner Press Preheater
hbm:tile.machine_press, Burner Press
hbm:tile.machine_epress, Electric Press
hbm:tile.machine_conveyor_press, Conveyor Press
hbm:tile.machine_ammo_press, Ammo Press
hbm:tile.pump_steam, Steam-Powered Groundwater Pump
hbm:tile.pump_electric, Electric Groundwater Pump
hbm:tile.heater_firebox, Firebox
hbm:tile.heater_oven, Heating Oven
hbm:tile.machine_ashpit, Ashpit
hbm:tile.heater_oilburner, Fluid Burner
hbm:tile.heater_electric, Electric Heater
hbm:tile.heater_heatex, Heat Exchanging Heater
hbm:tile.furnace_iron, Iron Furnace
hbm:tile.furnace_steel, Steel Furnace
hbm:tile.furnace_combination, Combination Oven
hbm:tile.machine_stirling:0, Stirling Engine
hbm:tile.machine_stirling_steel:0, Heavy Stirling Engine
hbm:tile.machine_stirling_creative:0, Creative Stirling Engine
hbm:tile.machine_sawmill, Stirling Sawmill
hbm:tile.machine_crucible, Crucible
hbm:tile.machine_strand_caster, Strand Caster
hbm:tile.machine_boiler:0, Boiler
hbm:tile.machine_industrial_boiler, Industrial Boiler
hbm:tile.foundry_mold, Shallow Foundry Basin
hbm:tile.foundry_basin, Foundry Basin
hbm:tile.foundry_channel, Foundry Channel
hbm:tile.foundry_tank, Foundry Storage Basin
hbm:tile.foundry_outlet, Foundry Outlet
hbm:tile.foundry_slagtap, Foundry Spill Outlet
hbm:tile.slag, tile.slag.name
hbm:tile.machine_furnace_brick_off, Bricked Furnace
hbm:tile.machine_furnace_brick_on, Bricked Furnace
hbm:tile.machine_difurnace_off, Blast Furnace
hbm:tile.machine_difurnace_on, Blast Furnace
hbm:tile.machine_difurnace_extension, Blast Furnace Extension
hbm:tile.machine_difurnace_rtg_off, Nuclear Blast Furnace
hbm:tile.machine_difurnace_rtg_on, Nuclear Blast Furnace
hbm:tile.machine_centrifuge, Centrifuge
hbm:tile.machine_gascent, Gas Centrifuge
hbm:tile.machine_fel, FEL
hbm:tile.machine_silex, Laser Isotope Separation Chamber (SILEX)
hbm:tile.machine_rotary_furnace, Rotary Furnace
hbm:tile.machine_crystallizer, Ore Acidizer
hbm:tile.machine_uf6_tank, Uranium Hexafluoride Tank
hbm:tile.machine_puf6_tank, Plutonium Hexafluoride Tank
hbm:tile.machine_reactor, Breeding Reactor
hbm:tile.machine_rtg_furnace_off, RTG Furnace
hbm:tile.machine_rtg_furnace_on, RTG Furnace
hbm:tile.machine_wood_burner, Wood-Burning Generator
hbm:tile.machine_diesel, Diesel Generator
hbm:tile.machine_combustion_engine, Industrial Combustion Engine
hbm:tile.machine_controller, Reactor Remote Control Block
hbm:tile.machine_reactor_small, Research Reactor
hbm:tile.machine_zirnox, ZIRNOX Nuclear Reactor
hbm:tile.zirnox_destroyed, Destroyed ZIRNOX
hbm:tile.machine_industrial_generator, Industrial Generator
hbm:tile.machine_radgen, Radiation-Powered Engine
hbm:tile.machine_cyclotron, Cyclotron
hbm:tile.machine_exposure_chamber, Exposure Chamber
hbm:tile.machine_rtg_grey, RT Generator
hbm:tile.machine_geo, Geothermal Electric Generator
hbm:tile.machine_amgen, Ambience Radiation Generator
hbm:tile.machine_minirtg, Radio Isotope Cell
hbm:tile.machine_powerrtg, PT Isotope Cell
hbm:tile.machine_radiolysis, Radioisotope Thermoelectric Generator and Radiolysis Chamber
hbm:tile.machine_hephaestus, Geothermal Heat Exchanger
hbm:tile.machine_spp_bottom, ZPE Potential Generator (Bottom)
hbm:tile.machine_spp_top, ZPE Potential Generator (Top)
hbm:tile.machine_solar, Solar Panel
hbm:tile.machine_stardar, StarDar
hbm:tile.machine_drive_processor, Drive Processor
hbm:tile.machine_alkylation, Alkylation Unit
hbm:tile.hadron_plating, Particle Accelerator Plating
hbm:tile.hadron_plating_blue, Particle Accelerator Plating (Blue)
hbm:tile.hadron_plating_black, Particle Accelerator Plating (Black)
hbm:tile.hadron_plating_yellow, Particle Accelerator Plating (YelloDye)
hbm:tile.hadron_plating_striped, Particle Accelerator Plating (Cool Hazard Stripes)
hbm:tile.hadron_plating_glass, Particle Accelerator Plating (Window)
hbm:tile.hadron_plating_voltz, Particle Accelerator Plating (VOLTZ)
hbm:tile.hadron_coil_alloy, Dense Superconducting Coil
hbm:tile.hadron_coil_gold, Dense Gold Coil
hbm:tile.hadron_coil_neodymium, Dense Neodymium Coil
hbm:tile.hadron_coil_magtung, Dense 4000K Superconductor Coil
hbm:tile.hadron_coil_schrabidium, Dense Schrabidic Coil
hbm:tile.hadron_coil_schrabidate, Dense Schrabidate Coil
hbm:tile.hadron_coil_starmetal, Dense Starmetal Coil
hbm:tile.hadron_coil_chlorophyte, Dense Chlorophyte Coil
hbm:tile.hadron_coil_mese, Dense Mese Coil
hbm:tile.hadron_power, Particle Accelerator Power Plug (1MHE)
hbm:tile.hadron_power_10m, Particle Accelerator Power Plug (10MHE)
hbm:tile.hadron_power_100m, Particle Accelerator Power Plug (100MHE)
hbm:tile.hadron_power_1g, Particle Accelerator Power Plug (1GHE)
hbm:tile.hadron_power_10g, Particle Accelerator Power Plug (10GHE)
hbm:tile.hadron_diode, Schottky Particle Diode
hbm:tile.hadron_analysis, Particle Accelerator Analysis Chamber Wall
hbm:tile.hadron_analysis_glass, Particle Accelerator Analysis Chamber Window
hbm:tile.hadron_access, Particle Accelerator Access Terminal
hbm:tile.hadron_core, Particle Accelerator Core Component
hbm:tile.hadron_cooler:0, Particle Accelerator Cooling Unit
hbm:tile.hadron_cooler:1, Particle Accelerator Cooling Unit - The Palindrome Special
hbm:tile.pa_source, Particle Source
hbm:tile.pa_beamline, Beamline
hbm:tile.pa_rfc, RF Cavity
hbm:tile.pa_quadrupole, Quadrupole Magnets
hbm:tile.pa_dipole, Dipole Magnets
hbm:tile.pa_detector, Particle Detector
hbm:tile.rbmk_rod, RBMK Fuel Rod
hbm:tile.rbmk_rod_mod, RBMK Moderated Fuel Rod
hbm:tile.rbmk_rod_reasim, RBMK Fuel Rod (ReaSim)
hbm:tile.rbmk_rod_reasim_mod, RBMK Moderated Fuel Rod (ReaSim)
hbm:tile.rbmk_control, RBMK Control Rods
hbm:tile.rbmk_control_mod, RBMK Moderated Control Rods
hbm:tile.rbmk_control_auto, RBMK Automatic Control Rods
hbm:tile.rbmk_blank, RBMK Structural Column
hbm:tile.rbmk_boiler, RBMK Steam Channel
hbm:tile.rbmk_reflector, RBMK Tungsten Carbide Neutron Reflector
hbm:tile.rbmk_absorber, RBMK Boron Neutron Absorber
hbm:tile.rbmk_moderator, RBMK Graphite Moderator
hbm:tile.rbmk_outgasser, RBMK Irradiation Channel
hbm:tile.rbmk_storage, RBMK Storage Column
hbm:tile.rbmk_cooler, RBMK Cooler
hbm:tile.rbmk_heater, RBMK Fluid Heater
hbm:tile.rbmk_burner, RBMK Fluid Burner
hbm:tile.rbmk_console, RBMK Console
hbm:tile.rbmk_crane_console, RBMK Crane Console
hbm:tile.rbmk_loader, RBMK Steam Connector
hbm:tile.rbmk_steam_inlet, RBMK ReaSim Water Inlet
hbm:tile.rbmk_steam_outlet, RBMK ReaSim Steam Outlet
hbm:tile.pribris, RBMK Debris
hbm:tile.pribris_burning, Flaming RBMK Debris
hbm:tile.pribris_radiating, Smoldering RBMK Debris
hbm:tile.pribris_digamma, Blackened RBMK Debris
hbm:tile.red_cable, Red Copper Cable
hbm:tile.red_cable_classic, Red Copper Cable (Classic)
hbm:tile.red_cable_paintable, Paintable Red Copper Cable
hbm:tile.red_cable_gauge, Power Gauge
hbm:tile.red_wire_coated, Coated Red Copper Cable
hbm:tile.red_connector, Electricity Connector
hbm:tile.red_pylon, Electricity Pylon
hbm:tile.red_pylon_medium_wood, Medium Wooden Electricity Pylon
hbm:tile.red_pylon_medium_wood_transformer, Medium Wooden Electricity Pylon with Transformer
hbm:tile.red_pylon_medium_steel, Medium Steel Electricity Pylon
hbm:tile.red_pylon_medium_steel_transformer, Medium Steel Electricity Pylon with Transformer
hbm:tile.red_pylon_large, Large Electricity Pylon
hbm:tile.substation, Substation
hbm:tile.cable_switch, Power Switch
hbm:tile.cable_detector, Redstone Power Switch
hbm:tile.cable_diode, Red Copper Diode
hbm:tile.machine_detector, Power Detector
hbm:tile.fluid_duct_neo:0, Universal Fluid Duct
hbm:tile.fluid_duct_neo:1, Universal Fluid Duct
hbm:tile.fluid_duct_neo:2, Universal Fluid Duct
hbm:tile.fluid_duct_box:0, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:1, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:2, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:3, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:4, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:5, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:6, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:7, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:8, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:9, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:10, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:11, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:12, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:13, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_box:14, Universal Fluid Duct (Boxduct)
hbm:tile.fluid_duct_exhaust:0, Exhaust Pipe
hbm:tile.fluid_duct_exhaust:3, Exhaust Pipe
hbm:tile.fluid_duct_exhaust:6, Exhaust Pipe
hbm:tile.fluid_duct_exhaust:9, Exhaust Pipe
hbm:tile.fluid_duct_exhaust:12, Exhaust Pipe
hbm:tile.fluid_duct_paintable, Paintable Coated Universal Fluid Duct
hbm:tile.fluid_duct_gauge, Flow Gauge Pipe
hbm:tile.fluid_valve, Fluid Valve
hbm:tile.fluid_switch, Redstone Fluid Valve
hbm:tile.machine_drain, Drainage Pipe
hbm:tile.radio_torch_sender, Redstone-over-Radio Transmitter
hbm:tile.radio_torch_receiver, Redstone-over-Radio Receiver
hbm:tile.radio_torch_counter, Redstone-over-Radio Item Counter
hbm:tile.radio_torch_logic, Redstone-over-Radio Logic Receiver
hbm:tile.radio_telex, Telex Machine
hbm:tile.crane_extractor, Conveyor Ejector
hbm:tile.crane_inserter, Conveyor Inserter
hbm:tile.crane_grabber, Conveyor Grabber
hbm:tile.crane_router, Conveyor Sorter
hbm:tile.crane_boxer, Conveyor Boxer
hbm:tile.crane_unboxer, Conveyor Unboxer
hbm:tile.conveyor, Conveyor Belt
hbm:tile.conveyor_express, Express Conveyor Belt
hbm:tile.conveyor_double, Double-Lane Conveyor Belt
hbm:tile.conveyor_triple, Triple-Lane Conveyor Belt
hbm:tile.conveyor_chute, Conveyor Chute
hbm:tile.conveyor_lift, Conveyor Chain Lift
hbm:tile.crane_splitter, Conveyor Splitter
hbm:tile.crane_partitioner, Acidizer Input Partitioner
hbm:tile.drone_waypoint, Transport Drone Waypoint
hbm:tile.drone_crate, Transport Drone Crate
hbm:tile.drone_waypoint_request, Logistics Drone Waypoint
hbm:tile.drone_dock, Logistics Drone Dock
hbm:tile.drone_crate_provider, Logistics Provider Crate
hbm:tile.drone_crate_requester, Logistics Requester Crate
hbm:tile.pneumatic_tube, Pneumatic Tube
hbm:tile.fan, Fan
hbm:tile.piston_inserter, Inserter
hbm:tile.dungeon_chain, Metal Chain
hbm:tile.ladder_sturdy, Sturdy Wooden Ladder
hbm:tile.ladder_iron, Iron Ladder
hbm:tile.ladder_gold, Golden Ladder
hbm:tile.ladder_titanium, Titanium Ladder
hbm:tile.ladder_copper, Copper Ladder
hbm:tile.ladder_tungsten, Tungsten Ladder
hbm:tile.ladder_aluminium, Aluminium Ladder
hbm:tile.ladder_steel, Steel Ladder
hbm:tile.ladder_lead, Lead Ladder
hbm:tile.ladder_cobalt, Cobalt Ladder
hbm:tile.barrel_plastic, Safe Barrel™
hbm:tile.barrel_corroded, Corroded Barrel
hbm:tile.barrel_iron, Iron Barrel
hbm:tile.barrel_steel, Steel Barrel
hbm:tile.barrel_tcalloy, Technetium Steel Barrel
hbm:tile.barrel_antimatter, Magnetic Antimatter Container
hbm:tile.machine_battery_potato, Potato Battery Block
hbm:tile.machine_battery, Energy Storage Block
hbm:tile.machine_lithium_battery, Li-Ion Energy Storage Block
hbm:tile.machine_schrabidium_battery, Schrabidium Energy Storage Block
hbm:tile.machine_dineutronium_battery, Spark Energy Storage Block
hbm:tile.machine_fensu, FEnSU
hbm:tile.capacitor_bus, Capacitor Bus
hbm:tile.capacitor_copper, Copper Capacitor
hbm:tile.capacitor_gold, Golden Capacitor
hbm:tile.capacitor_niobium, Niobium Capacitor
hbm:tile.capacitor_tantalium, Tantalium Capacitor
hbm:tile.capacitor_complex, Wavefunction Capacitor
hbm:tile.capacitor_schrabidate, Schrabidate Capacitor
hbm:tile.machine_transformer, 10k-20Hz Transformer
hbm:tile.machine_transformer_20, 10k-1Hz Transformer
hbm:tile.machine_transformer_dnt, DNT-20Hz Transformer
hbm:tile.machine_transformer_dnt_20, DNT-1Hz Transformer
hbm:tile.machine_converter_he_rf, HE to RF Converter
hbm:tile.machine_converter_rf_he, RF to HE Converter
hbm:tile.machine_electric_furnace_off, Electric Furnace
hbm:tile.machine_electric_furnace_on, Electric Furnace
hbm:tile.machine_arc_furnace_off, Arc Furnace
hbm:tile.machine_arc_furnace_on, Arc Furnace
hbm:tile.machine_microwave, Microwave
hbm:tile.machine_assembler, Assembly Machine
hbm:tile.machine_assemfac, Assembly Factory
hbm:tile.machine_chemplant, Chemical Plant
hbm:tile.machine_chemfac, Chemical Factory
hbm:tile.machine_arc_welder, Arc Welder
hbm:tile.machine_soldering_station, Soldering Station
hbm:tile.machine_vacuum_circuit, Vacuum Solderer
hbm:tile.machine_arc_furnace, Electric Arc Furnace
hbm:tile.machine_mixer, Industrial Mixer
hbm:tile.machine_fluidtank, Tank
hbm:tile.machine_bat9000, Big-Ass Tank 9000
hbm:tile.machine_orbus, Heavy Magnetic Storage Tank
hbm:tile.machine_boiler_off, Old Boiler
hbm:tile.machine_steam_engine, Steam Engine
hbm:tile.machine_turbine, Steam Turbine
hbm:tile.machine_large_turbine, Industrial Steam Turbine
hbm:tile.machine_chungus, Leviathan Steam Turbine
hbm:tile.machine_condenser, Steam Condenser
hbm:tile.machine_tower_small, Auxiliary Cooling Tower
hbm:tile.machine_tower_large, Cooling Tower
hbm:tile.machine_condenser_powered, High-Power Steam Condenser
hbm:tile.machine_radiator, Steam Radiator
hbm:tile.machine_deuterium_extractor, Deuterium Extractor
hbm:tile.machine_deuterium_tower, Deuterium Extraction Tower
hbm:tile.machine_atmo_tower, Atmospheric Liquefaction Tower
hbm:tile.machine_atmo_vent, Atmospheric Compressor
hbm:tile.machine_liquefactor, Industrial Liquefaction Machine
hbm:tile.machine_solidifier, Industrial Solidification Machine
hbm:tile.machine_intake, Air Intake (Decorative)
hbm:tile.machine_compressor, Compressor
hbm:tile.machine_compressor_compact, Compact Compressor
hbm:tile.machine_electrolyser, Electrolysis Machine
hbm:tile.machine_waste_drum, Spent Fuel Pool Drum
hbm:tile.machine_storage_drum, Nuclear Waste Disposal Drum
hbm:tile.machine_shredder, Shredder
hbm:tile.machine_well, Oil Derrick
hbm:tile.machine_pumpjack, Pumpjack
hbm:tile.machine_fracking_tower, Hydraulic Fracking Tower
hbm:tile.machine_flare, Flare Stack
hbm:tile.chimney_brick, Smokestack
hbm:tile.chimney_industrial, Industrial Smokestack
hbm:tile.machine_refinery, Oil Refinery
hbm:tile.machine_vacuum_distill, Vacuum Refinery
hbm:tile.machine_fraction_tower, Fractioning Tower
hbm:tile.fraction_spacer, Fractioning Tower Separator
hbm:tile.machine_catalytic_cracker, Catalytic Cracking Tower
hbm:tile.machine_catalytic_reformer, Catalytic Reformer
hbm:tile.machine_milk_reformer, Dairy Processing Tank
hbm:tile.machine_cryo_distill, Cryogenic Distillation Machine
hbm:tile.machine_hydrotreater, Hydrotreater
hbm:tile.machine_coker, Coker Unit
hbm:tile.machine_pyrooven, Pyrolysis Oven
hbm:tile.machine_autosaw, Automatic Buzz Saw
hbm:tile.machine_excavator, Large Mining Drill
hbm:tile.machine_ore_slopper, Bedrock Ore Processor
hbm:tile.machine_mining_laser, Mining Laser
hbm:tile.barricade, Sand Bags
hbm:tile.machine_turbofan, Turbofan
hbm:tile.machine_turbinegas, Combined Cycle Gas Turbine
hbm:tile.machine_lpw2, LPW-2 Station Thruster
hbm:tile.machine_htr3, LPW-3N Station Thruster
hbm:tile.machine_htrf4, HTR-F4 Station Thruster
hbm:tile.machine_xenon_thruster, Xenon Station Thruster
hbm:tile.machine_magma, Magma Drill
hbm:tile.machine_schrabidium_transmutator, Schrabidium Transmutation Device
hbm:tile.machine_discharger, Matter Discharging Device
hbm:tile.machine_teleporter, Teleporter
hbm:tile.teleanchor, Teleportation Anchor
hbm:tile.field_disturber, High Energy Field Jammer
hbm:tile.troll_disturber, tile.troll_disturber.name
hbm:tile.machine_satlinker, Satellite ID Manager
hbm:tile.machine_keyforge, Locksmith Table
hbm:tile.machine_armor_table, Armor Modification Table
hbm:tile.machine_weapon_table, Weapon Modification Table
hbm:tile.machine_forcefield, Forcefield Emitter
hbm:tile.radiorec, FM Radio
hbm:tile.radiobox, Rosenberg Pest Control Box
hbm:tile.struct_launcher, Launch Pad Component Block
hbm:tile.struct_scaffold, Launch Pad Scaffold Block
hbm:tile.struct_launcher_core, Compact Launcher Core Component
hbm:tile.struct_launcher_core_large, Launch Table Core Component
hbm:tile.struct_soyuz_core, Soyuz Launcher Core Component
hbm:tile.struct_iter_core, Fusion Reactor Core Component
hbm:tile.struct_plasma_core, Plasma Heater Core Component
hbm:tile.struct_watz_core, Watz Powerplant Core Component
hbm:tile.struct_icf_core, Inertial Confinement Fusion Reactor Core Component
hbm:tile.absorber, Radiation Absorber
hbm:tile.absorber_red, Enhanced Radiation Absorber
hbm:tile.absorber_green, Advanced Radiation Absorber
hbm:tile.absorber_pink, Elite Radiation Absorber
hbm:tile.decon, Player Decontaminator
hbm:tile.machine_solar_boiler, Solar Tower Boiler
hbm:tile.solar_mirror, Heliostat Mirror
hbm:tile.factory_titanium_hull, Factory Block
hbm:tile.factory_advanced_hull, Factory Block
hbm:tile.cm_block:0, Steel Machine Casing
hbm:tile.cm_block:1, Advanced Alloy Machine Casing
hbm:tile.cm_block:2, Desh Machine Casing
hbm:tile.cm_block:3, Technetium Steel Machine Casing
hbm:tile.cm_sheet:0, Steel Sheet
hbm:tile.cm_sheet:1, Advanced Alloy Sheet
hbm:tile.cm_sheet:2, Desh Sheet
hbm:tile.cm_sheet:3, Technetium Steel Sheet
hbm:tile.cm_engine:0, Motor Block
hbm:tile.cm_engine:1, Desh Motor Block
hbm:tile.cm_engine:2, Bismuth Motor Block
hbm:tile.cm_tank:0, Steel Tank
hbm:tile.cm_tank:1, Advanced Alloy Tank
hbm:tile.cm_tank:2, Desh Tank
hbm:tile.cm_tank:3, Technetium Steel Tank
hbm:tile.cm_circuit:0, Tier 1 Circuit Block
hbm:tile.cm_circuit:1, Tier 2 Circuit Block
